Name,Gender,Address,E-mail,Date-of-birth,Phone-number,Job
Benjamin de Klein,Masculin,"ATACORA,BOUKOUMBE,TABOTA,TABOTA carré 1270",benjamindeklein@gmail.com,1996-01-13,+22995403483,diagnostiqueur immobilier
Margot Boyer du Rocher,Masculin,"ALIBORI,BANIKOARA,OUNET,BONIKI carré 0065",none,2008-09-26,none,none
Tristan-Roger Hamel,Masculin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,MIDOMBO carré 9250",tristan-rogerhamel@gmail.com,1937-08-09,+22964966091,gérant de portefeuille
Alex Charles,Masculin,"ATACORA,TANGUIETA,COTIAKOU,TANFERE carré 9000",alexcharles@gmail.com,1935-11-05,+22952282896,agent d'exploitation de l'eau
Paulette Étienne du Leleu,Féminin,"ATACORA,KOUANDE,KOUANDE,SOWA carré 3334",pauletteétienneduleleu@gmail.com,1950-12-07,+22954465556,étalagiste
Henri Pasquier,Féminin,"ALIBORI,MALANVILLE,GAROU,GAROU-TEDJI carré 2703",henripasquier@gmail.com,1996-05-02,+22995223679,chef de projet éolien
Nathalie-Patricia Jacquet,Féminin,"ZOU,ZAGNANADO,BANAME,AGBLADOHO carré 8301",nathalie-patriciajacquet@gmail.com,1997-10-26,+22995649280,expert en assurances
Gilles de la Georges,Masculin,"OUEME,AGUEGUES,ZOUNGAME,DJIGBEKOME carré 9886",gillesdelageorges@gmail.com,1961-12-09,+22964976134,médiateur scientifique
Renée Barre,Féminin,"OUEME,SEME-PODJI,EKPE,EKPE KANHONNOU carré 9708",renéebarre@gmail.com,1994-09-08,+22995450100,décorateur
Joséphine de la Blanchard,Féminin,"COLLINES,DASSA-ZOUME,KPINGNI,VEDJI carré 0810",joséphinedelablanchard@gmail.com,1978-07-09,+22995817128,entraîneur sportif sportive
Éléonore Hoarau,Féminin,"ZOU,DJIDJA,DOHOUIME,ZADAKON carré 4134",none,2011-05-27,none,none
Marguerite du Hamel,Féminin,"ATACORA,MATERI,NODI,YEDEKAHOUN carré 6577",none,2007-04-03,none,none
Susanne Merle,Féminin,"LITTORAL,COTONOU,2EME ARRONDISSEMENT,IREDE carré 2229",susannemerle@gmail.com,1986-06-14,+22995809227,manipulateur en électroradiologie médicale
Lucy-Hortense Bertin,Féminin,"PLATEAU,IFANGNI,LAGBE,HOUMBO-NAGOT carré 8620",lucy-hortensebertin@gmail.com,1991-06-07,+22954063072,officier de gendarmerie
Yves du Bonnet,Masculin,"COLLINES,GLAZOUE,GOME,GOME carré 2622",yvesdubonnet@gmail.com,1994-06-05,+22995029342,commerçant en alimentation
Corinne-Anouk Maillet,Masculin,"OUEME,SEME-PODJI,TOHOUE,KRAKE-DAHO carré 7692",corinne-anoukmaillet@gmail.com,1986-07-27,+22995005380,météorologiste
Julie Collet de la Delaunay,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,SOGAN carré 6915",juliecolletdeladelaunay@gmail.com,1972-10-06,+22995254305,matelot de la Marine Nationale
Thibault Gilbert Le Gimenez,Masculin,"DONGA,DJOUGOU,DJOUGOU II,LEMAN-BOGOU carré 5814",thibaultgilbertlegimenez@gmail.com,1959-03-04,+22997841021,ingénieur de la police technique et scientifique
Hortense-Adrienne Huet,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,HOUINME carré 3403",hortense-adriennehuet@gmail.com,1994-08-01,+22995425013,ajusteur-monteur
Philippe Lopes,Féminin,"LITTORAL,COTONOU,6EME ARRONDISSEMENT,HINDE NORD carré 3561",philippelopes@gmail.com,1957-09-28,+22964001763,couvreur
Aurélie Hernandez,Féminin,"DONGA,DJOUGOU,DJOUGOU I,TAIFA carré 4335",auréliehernandez@gmail.com,1963-08-29,+22950150493,responsable approvisionnement
Frédéric Tessier Le Meunier,Masculin,"COLLINES,OUESSE,TOUI,TOUI-ODJOULE carré 7959",none,2005-02-02,none,none
Isaac Costa,Masculin,"COUFFO,DOGBO,TOTA,FONCOME AGANDANNONHOUE carré 9561",isaaccosta@gmail.com,1976-07-31,+22995313522,ingénieur en métrologie
Olivie Becker du Martins,Féminin,"COUFFO,LALO,LALO,KOUTIME carré 3725",oliviebeckerdumartins@gmail.com,1997-01-12,+22995774086,libraire
Nathalie Berger,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,OUEDO,ADJAGBO carré 4605",nathalieberger@gmail.com,1971-10-22,+22964277788,facteur
Robert Normand Le François,Masculin,"PLATEAU,SAKETE,AGUIDI,MAKPA carré 7004",robertnormandlefrançois@gmail.com,1955-10-24,+22991567238,ingénieur calcul
Nath Millet de la Verdier,Masculin,"ATLANTIQUE,OUIDAH,PAHOU,ADJRA-HOUNVE carré 3506",nathmilletdelaverdier@gmail.com,1940-06-05,+22964773151,éditeur
Constance Pottier,Féminin,"COUFFO,DJAKOTOMEY,SOKOUHOUE,GBEKEHOUE carré 5057",constancepottier@gmail.com,1953-07-23,+22964346107,charcutier-traiteur
Emmanuel Bailly-Maréchal,Masculin,"LITTORAL,COTONOU,6EME ARRONDISSEMENT,AIDJEDO carré 8064",emmanuelbailly-maréchal@gmail.com,1996-06-02,+22964260881,sculpteur sur bois
Isabelle Rodriguez,Féminin,"ATLANTIQUE,OUIDAH,OUIDAH III,YAMADJAKO carré 0877",none,2021-06-03,none,none
Virginie Diallo,Féminin,"ALIBORI,BANIKOARA,GOUMORI,TINHOURE carré 0591",virginiediallo@gmail.com,1936-08-31,+22964044064,conseiller en environnement
Marcel Delahaye,Masculin,"COUFFO,APLAHOUE,DEKPO-CENTRE,HONTONMEY carré 8301",marceldelahaye@gmail.com,1960-03-31,+22995893521,aérodynamicien
Marie du Diallo,Féminin,"BORGOU,NIKKI,TASSO,GBABIRE carré 9482",mariedudiallo@gmail.com,1977-05-05,+22995455862,"inspecteur des douanes, des finances publiques ou du travail"
Margaud Marty,Masculin,"PLATEAU,IFANGNI,IFANGNI,IYOKO carré 3479",none,2012-10-12,none,none
Martine Richard,Féminin,"ATACORA,BOUKOUMBE,NATA,KOUTANGOU carré 1208",martinerichard@gmail.com,1966-08-15,+22966252568,maréchal-ferrant
Frédérique Delattre,Féminin,"ATLANTIQUE,ALLADA,ALLADA CENTRE,DOGOUDO CEG carré 4163",none,2010-08-09,none,none
René Toussaint,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,TOKPA-ZOUNGO DAHO carré 7699",renétoussaint@gmail.com,2001-10-15,+22995586777,scénariste
Christophe Joseph-Toussaint,Féminin,"OUEME,AVRANKOU,DJOMON,GBODJE carré 3297",christophejoseph-toussaint@gmail.com,1938-06-27,+22995924503,palefrenier
Alain Richard,Masculin,"COLLINES,SAVALOU,KPATABA,CODJI carré 2397",none,2016-05-11,none,none
Marcel-Stéphane Leroy,Féminin,"ZOU,ZA-KPOTA,ALLAHE,DOGBANLIN carré 1035",marcel-stéphaneleroy@gmail.com,1943-09-07,+22995798288,convoyeur de fonds
Matthieu-Franck Gros,Masculin,"MONO,LOKOSSA,LOKOSSA,AGNIVEDJI carré 9924",matthieu-franckgros@gmail.com,1992-09-25,+22964602493,chef de projet démantèlement nucléaire
Henri Pascal,Féminin,"COUFFO,LALO,ADOUKANDJI,KINGNENOUHOUE carré 8893",none,2006-10-03,none,none
Richard-Bernard Benard,Masculin,"ATACORA,COBLY,DATORI,TOKIBI carré 8886",none,2017-08-18,none,none
Robert Dufour,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,SAMANGA carré 9370",robertdufour@gmail.com,1964-01-09,+22964904330,batelier
Gilbert Moreno,Masculin,"ZOU,BOHICON,BOHICON II,KPOCON carré 1394",gilbertmoreno@gmail.com,1932-04-27,+22997057967,animateur de radio et de télévision
Margaud Gaudin-Bourgeois,Masculin,"ATLANTIQUE,ALLADA,AHOUANNONZOUN,HESSA carré 0046",none,2016-09-02,none,none
Richard Louis,Masculin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,ANAVIE carré 9886",richardlouis@gmail.com,1954-06-01,+22995190946,ingénieur en fonderie
Denis Texier,Masculin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,ADJAHA-CITE carré 8184",denistexier@gmail.com,1961-09-23,+22964786236,technicien thermicien thermicienne
Robert Labbé,Masculin,"ALIBORI,SEGBANA,LIBOUSSOU,LIBOUSSOU carré 8925",none,2009-09-24,none,none
Benjamin Robin-Collin,Masculin,"MONO,HOUEYOGBE,DOUTOU,DOUTOU carré 0215",benjaminrobin-collin@gmail.com,1967-09-07,+22995795992,ingénieur métallurgiste
Aurélie Gaudin,Féminin,"ZOU,ZAGNANADO,BANAME,MASSAGBO carré 1880",auréliegaudin@gmail.com,1950-09-15,+22995607969,secrétaire d'édition
Joseph Leblanc,Masculin,"LITTORAL,COTONOU,1ER ARRONDISSEMENT,AVOTROU AIMONLONFIDE carré 7643",josephleblanc@gmail.com,1947-01-23,+22995513132,biologiste médical
Roger Brun,Masculin,"ALIBORI,MALANVILLE,MALANVILLE,GALIEL carré 4274",rogerbrun@gmail.com,1938-08-05,+22964258845,conseiller en économie sociale et familiale
Gilles Bourdon,Masculin,"COLLINES,BANTE,BANTE,GBEGAMEY carré 8136",gillesbourdon@gmail.com,1968-06-13,+22953966561,technicien packaging
Gilles Mercier,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,TANKPE YOHO carré 4968",gillesmercier@gmail.com,1956-02-28,+22964822283,sportif de haut niveau
Jeanne Marchand,Féminin,"PLATEAU,KETOU,ODOMETA,ATANKA carré 1646",jeannemarchand@gmail.com,1990-09-07,+22964702459,agent de propreté et d'hygiène
Jean Joubert Le Rodriguez,Masculin,"COLLINES,OUESSE,GBANLIN,GBANLIN carré 2749",none,2013-12-17,none,none
Agathe de Bodin,Féminin,"BORGOU,PERERE,PERERE,BOKEROU carré 9642",agathedebodin@gmail.com,2003-06-11,+22964148071,photographe
Thibaut Benard du Seguin,Masculin,"COLLINES,OUESSE,TOUI,TOUI-ODJOULE carré 2081",thibautbenardduseguin@gmail.com,1938-02-19,+22995755368,technicien de contrôle
Monique Rousset,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,TOKPOTA ZINLIVALI carré 8356",none,2019-09-17,none,none
Julien Menard-Ruiz,Masculin,"OUEME,SEME-PODJI,DJEREGBE,HOUEKE carré 8875",julienmenard-ruiz@gmail.com,1989-07-01,+22951934066,consultant en systèmes d'information
Tristan-Bernard Carlier,Masculin,"ATACORA,OUASSA-PEHUNCO,GNEMASSON,DOH carré 8722",tristan-bernardcarlier@gmail.com,1958-12-08,+22995531843,mécanicien et technicien
Grégoire Paul,Féminin,"ATLANTIQUE,ALLADA,ATTOGON,AVANKAMEY carré 1104",grégoirepaul@gmail.com,1936-08-07,+22995548069,ouvrier forestier forestière
Étienne Bigot,Féminin,"PLATEAU,KETOU,KPANKOU,KPANKOU carré 0052",étiennebigot@gmail.com,1981-09-14,+22995133232,ingénieur environnement et risques industriels
Nathalie Pereira Le Lenoir,Féminin,"ATLANTIQUE,TOFFO,COUSSI,ABOLOU carré 5245",none,2019-05-11,none,none
Jeanne Imbert,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,ADJAGBO carré 9910",jeanneimbert@gmail.com,1965-08-30,+22961803710,mandataire judiciaire
Auguste Guichard,Féminin,"ZOU,BOHICON,BOHICON II,AGONVEZOUN carré 2878",none,2021-09-14,none,none
Bernadette Aubert,Féminin,"PLATEAU,KETOU,IDIGNY,ILLADJI carré 5552",bernadetteaubert@gmail.com,1976-10-16,+22961675035,consultant en validation
Luce Chevallier,Féminin,"BORGOU,KALALE,DUNKASSA,OUENAGOUROU carré 4312",lucechevallier@gmail.com,1976-07-24,+22964123468,ingénieur matériaux
Édouard Carlier de Lombard,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,ARBONGA carré 3251",édouardcarlierdelombard@gmail.com,1987-01-21,+22953017982,responsable e-CRM
Denise de Noël,Féminin,"MONO,BOPA,POSSOTOME,ZINWEGOH carré 4668",denisedenoël@gmail.com,1955-11-29,+22995622153,technicien prototypiste en agroéquipement
Brigitte Gay-Traore,Féminin,"BORGOU,N'DALI,OUENOU,BANHOUN-KPO carré 3860",brigittegay-traore@gmail.com,1938-06-14,+22995697538,ingénieur gaz
Roger Laporte-Chartier,Masculin,"ALIBORI,BANIKOARA,KOKIBOROU,SOUNSOUN carré 0442",rogerlaporte-chartier@gmail.com,1987-03-02,+22995185681,agent de développement touristique
Arthur Techer,Masculin,"PLATEAU,POBE,ISSABA,ISSABA carré 5345",arthurtecher@gmail.com,1938-07-25,+22995608859,trader
Capucine Moulin,Féminin,"OUEME,PORTO-NOVO,3EME ARRONDISSEMENT,FOUN-FOUN TOKPA carré 0244",capucinemoulin@gmail.com,1956-12-20,+22995290231,directeur d'hôtel
Gabriel Lecomte,Masculin,"ATLANTIQUE,OUIDAH,PAHOU,ACADJAME carré 3610",gabriellecomte@gmail.com,1956-12-22,+22964465311,documentaliste
Paul Lemonnier,Masculin,"BORGOU,SINENDE,SEKERE,SEKERE-PEULH carré 2317",paullemonnier@gmail.com,1947-05-20,+22995075826,chargé d'études naturalistes
Stéphane de la Fontaine,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,HLAZOUNTO carré 6066",stéphanedelafontaine@gmail.com,1947-07-01,+22995565626,énergéticien
Valentine-Victoire Verdier,Féminin,"DONGA,BASSILA,MANIGRI,IGBERE carré 6638",valentine-victoireverdier@gmail.com,1944-06-28,+22995067070,ingénieur électricien
Augustin Rocher,Masculin,"DONGA,BASSILA,PENESSOULOU,PENESSOULOU carré 2137",augustinrocher@gmail.com,1999-09-18,+22962883126,vendeur-magasinier en fournitures automobiles
Odette-Laure Ledoux,Féminin,"OUEME,BONOU,ATCHONSA,GBOA carré 6698",odette-laureledoux@gmail.com,1973-04-30,+22964748932,aide-chimiste
Marine de Courtois,Féminin,"ZOU,DJIDJA,AGOUNA,GANGAN carré 5673",marinedecourtois@gmail.com,1965-05-17,+22964042975,ingénieur logistique
Patrick Hoarau,Masculin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,ZONGO carré 7593",patrickhoarau@gmail.com,1980-12-22,+22964787360,ingénieur combustion et brûleurs
Benoît Delorme,Masculin,"PLATEAU,POBE,POBE,TALALA carré 1753",benoîtdelorme@gmail.com,1979-11-09,+22964681120,ingénieur production dans les biotechnologies
Auguste Durand,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TANKPE TOGOUDO carré 8728",augustedurand@gmail.com,1945-01-17,+22964833899,contrôleur des douanes et droits indirects
William Petit,Masculin,"PLATEAU,KETOU,ODOMETA,ATAN-OCHOUKPA carré 2998",williampetit@gmail.com,1992-04-03,+22964145515,serrurier dépanneur dépanneuse
Caroline Joubert,Féminin,"ALIBORI,KANDI,DONWARI,DONWARI carré 9490",none,2010-07-04,none,none
Océane Courtois du Ferrand,Féminin,"MONO,ATHIEME,KPINNOU,AZONLIHOUE carré 2258",océanecourtoisduferrand@gmail.com,2001-12-04,+22964782726,ethnologue
Charlotte Lamy du Jacquet,Féminin,"OUEME,SEME-PODJI,AGBLANGANDAN,SEKANDJI carré 0806",charlottelamydujacquet@gmail.com,1945-12-07,+22953304783,rédacteur on line
Jeanne Rousset,Féminin,"ATACORA,OUASSA-PEHUNCO,TOBRE,TOBRE carré 4967",jeannerousset@gmail.com,1998-09-21,+22957668661,pilote de ligne
Susan Perez,Masculin,"BORGOU,PERERE,KPEBIE,WON carré 5228",none,2015-10-30,none,none
Benoît de Lemoine,Masculin,"BORGOU,KALALE,PEONGA,PEONGA carré 8004",benoîtdelemoine@gmail.com,1972-05-03,+22964396611,"garde (chasse, pêche, littoral, rivière, parcs nationaux)"
Grégoire Julien-Bodin,Féminin,"MONO,COME,COME,NONGO carré 2663",none,2016-02-18,none,none
Victor Fleury,Masculin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,GBIRA carré 9664",victorfleury@gmail.com,1963-06-18,+22995235290,technicien en métrologie
Daniel Robert,Masculin,"DONGA,COPARGO,COPARGO,PASSABIA carré 9768",none,2013-12-05,none,none
Renée Raymond,Féminin,"PLATEAU,KETOU,IDIGNY,OBATEDO carré 7066",renéeraymond@gmail.com,1958-10-04,+22966821592,conseiller en économie sociale et familiale
Louis Coulon,Masculin,"BORGOU,BEMBEREKE,GAMIA,TIMBOURE carré 0190",louiscoulon@gmail.com,1986-10-07,+22952227005,"inspecteur des douanes, des finances publiques ou du travail"
Louis Carpentier,Masculin,"ATACORA,TANGUIETA,TAIACOU,DOUANI carré 6918",louiscarpentier@gmail.com,1989-04-13,+22995021502,podo-orthésiste
Élisabeth Hubert-Delmas,Masculin,"ZOU,DJIDJA,MONSOUROU,LOBETA carré 1287",élisabethhubert-delmas@gmail.com,1946-04-30,+22995389850,inspecteur du permis de conduire et de la sécurité routière
Sébastien-Antoine Costa,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TANKPE TOGOUDO carré 1467",none,2019-02-20,none,none
Gilbert Allain-Raynaud,Masculin,"OUEME,DANGBO,DANGBO,DANGBO carré 1699",gilbertallain-raynaud@gmail.com,1988-03-16,+22995697075,maroquinier
Bernard Moreno-Joubert,Masculin,"MONO,HOUEYOGBE,SE,GBADAGLI carré 4918",bernardmoreno-joubert@gmail.com,1995-09-15,+22995402459,fleuriste
Daniel Bazin de Dias,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,OROU GNONROU carré 4855",none,2008-12-17,none,none
Auguste-Raymond De Sousa,Masculin,"PLATEAU,POBE,POBE,ISSALE-AFFIN DOUANE carré 4746",auguste-raymonddesousa@gmail.com,1983-05-04,+22959632470,chef d'exploitation d'usine d'incinération
Alexandrie-Pénélope Cordier,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,AMANHOUN carré 9040",alexandrie-pénélopecordier@gmail.com,1998-10-04,+22964144477,développeur informatique
Roger Carpentier,Masculin,"ATACORA,NATITINGOU,KOUABA,KOUNITCHANGOU carré 7231",rogercarpentier@gmail.com,1997-10-27,+22990261547,attaché de recherche clinique (ARC)
Laetitia Mallet,Féminin,"ATACORA,NATITINGOU,NATITINGOU III,WINKE carré 4078",laetitiamallet@gmail.com,1992-07-05,+22964291902,toiletteur d'animaux
Claire Chrétien-Michel,Féminin,"OUEME,ADJARRA,MALANHOUI,OUEKE carré 3138",clairechrétien-michel@gmail.com,1991-09-25,+22995465190,directeur d'hôtel
Christophe Bonnin,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,SOGAN carré 1412",christophebonnin@gmail.com,1947-12-14,+22964602933,technicien électrotechnicien électrotechnicienne
Éric-Philippe Gillet,Féminin,"BORGOU,NIKKI,NIKKI,DANRI carré 1465",éric-philippegillet@gmail.com,1965-01-15,+22995709737,chef de publicité
Nathalie Chauveau,Féminin,"MONO,HOUEYOGBE,HOUEYOGBE,KPODJI carré 6446",nathaliechauveau@gmail.com,1979-11-26,+22964761156,généticien
Nicolas Dupuis,Masculin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,HAIE VIVE-COCOTIERS carré 5270",nicolasdupuis@gmail.com,1979-01-14,+22956896679,agent de sécurité
Édouard Louis-De Sousa,Masculin,"OUEME,PORTO-NOVO,2EME ARRONDISSEMENT,KANDEVIE RADIO HOKON carré 8326",édouardlouis-desousa@gmail.com,1941-02-27,+22964061345,responsable de laboratoire de recherche
Constance Perrin,Féminin,"ZOU,BOHICON,OUASSAHO,ATTOGOUIN carré 4600",constanceperrin@gmail.com,2000-03-25,+22964212798,concepteur-rédacteur
Nicolas Jacques,Masculin,"ZOU,ABOMEY,DJEGBE,GOHO carré 8073",nicolasjacques@gmail.com,1967-11-02,+22967080753,carreleur
Madeleine Boulay,Féminin,"COUFFO,APLAHOUE,DEKPO-CENTRE,HONTONMEY carré 5520",madeleineboulay@gmail.com,1983-08-15,+22995333620,conducteur de travaux
Théophile Lemonnier Le Riou,Féminin,"ATLANTIQUE,ZE,ZE,GUEKOUMEDE carré 0838",none,2013-07-14,none,none
Victoire-Valérie Martineau,Féminin,"ATLANTIQUE,ALLADA,TOKPA,KOTOVI carré 9174",victoire-valériemartineau@gmail.com,1945-02-09,+22995970032,technicien d'essais
Bernadette Navarro-Chrétien,Féminin,"MONO,COME,COME,KANDE carré 8719",bernadettenavarro-chrétien@gmail.com,1973-05-19,+22964086415,enseignant de la conduite automobile et de la sécurité routière
Guy Maillot-Loiseau,Masculin,"MONO,HOUEYOGBE,DOUTOU,DOUTOU-FIFADJI carré 3103",none,2017-07-04,none,none
Arnaude Toussaint,Féminin,"ZOU,ABOMEY,DJEGBE,DJIME carré 4129",arnaudetoussaint@gmail.com,1974-07-19,+22995137723,agent de propreté et d'hygiène
René Colin,Masculin,"ALIBORI,GOGOUNOU,GOUNAROU,BORODAROU carré 2640",renécolin@gmail.com,1950-12-23,+22995785172,responsable des ressources humaines
Élodie Bodin-Grondin,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,AKASSATO CENTRE carré 3729",élodiebodin-grondin@gmail.com,1980-12-17,+22964158025,designer industriel industrielle
Marcel Benard-Arnaud,Masculin,"COLLINES,DASSA-ZOUME,KERE,KERE carré 4913",marcelbenard-arnaud@gmail.com,1937-04-29,+22995891706,webdesigner
Maurice de Lacroix,Féminin,"BORGOU,N'DALI,OUENOU,TAMAROU carré 3133",mauricedelacroix@gmail.com,2000-12-03,+22950175008,technicien plasturgiste
Julie Faure Le Gonzalez,Féminin,"MONO,LOKOSSA,KOUDO,TOZOUNME carré 9986",juliefaurelegonzalez@gmail.com,1998-08-22,+22964939617,magasinier cariste
Jérôme Pascal,Féminin,"MONO,COME,COME,SOSSIGBE carré 4890",none,2015-07-16,none,none
Marthe Diaz,Féminin,"ATLANTIQUE,TOFFO,DAME,DAME CENTRE carré 9817",none,2022-03-31,none,none
Josette Colas-Benoit,Féminin,"MONO,HOUEYOGBE,DOUTOU,AGONGOH carré 4644",josettecolas-benoit@gmail.com,1997-05-07,+22962688725,ingénieur intégration satellite
Michelle Michaud,Féminin,"BORGOU,N'DALI,SIRAROU,SIRAROU carré 9406",michellemichaud@gmail.com,1967-03-06,+22995417012,ajusteur-monteur
Laetitia de la Torres,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,SOME carré 2081",laetitiadelatorres@gmail.com,2002-10-23,+22964457712,conducteur d'engins forestiers de récolte en entreprises de travaux forestiers
Laetitia Seguin,Féminin,"LITTORAL,COTONOU,2EME ARRONDISSEMENT,MINONTCHOU carré 4512",laetitiaseguin@gmail.com,2000-10-28,+22964976186,géologue
Odette-Véronique Sauvage,Féminin,"ATLANTIQUE,ZE,TANGBO,TANGBO-AGA carré 8780",none,2020-01-07,none,none
Thomas du Gaillard,Masculin,"ATLANTIQUE,OUIDAH,OUIDAH I,ABATTA carré 7428",thomasdugaillard@gmail.com,1990-10-25,+22964824506,designer industriel industrielle
Arthur Pierre,Masculin,"COLLINES,SAVE,SAKIN,DIHO-OGBO carré 9992",arthurpierre@gmail.com,2001-07-23,+22966992544,femme de chambre
Laurence Caron,Féminin,"ZOU,BOHICON,BOHICON II,KPOCON carré 3426",none,2013-08-18,none,none
Gabrielle Verdier,Féminin,"BORGOU,BEMBEREKE,GAMIA,GAMIA-OUEST carré 9324",gabrielleverdier@gmail.com,1984-01-11,+22991445218,administrateur de biens
Tristan de la Maurice,Masculin,"ATACORA,KEROU,BRIGNAMARO,BEREKOSSOU carré 9029",tristandelamaurice@gmail.com,1950-12-16,+22995665389,géotechnicien
Corinne Bernier du Boyer,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,TOKPA-ZOUNGO DAHO carré 3053",corinnebernierduboyer@gmail.com,1975-12-31,+22995090492,chargé de veille législative et réglementaire
Alphonse Giraud du Dubois,Féminin,"OUEME,BONOU,HOUNVIGUE,ALLANKPON carré 4325",alphonsegirauddudubois@gmail.com,1953-08-25,+22964979243,machiniste-constructeur ou plateau
Charles Pelletier,Masculin,"BORGOU,SINENDE,FO-BOURE,SEROU carré 9836",charlespelletier@gmail.com,1935-02-25,+22951211304,assistant de service social
Jean Lucas,Masculin,"OUEME,ADJARRA,MALANHOUI,OUEKE carré 5414",jeanlucas@gmail.com,1956-09-12,+22964235232,ingénieur d'affaires en génie électrique
Jules Jacquet,Masculin,"OUEME,AKPRO-MISSERETE,AKPRO-MISSERETE,KPOGON carré 6720",julesjacquet@gmail.com,1974-05-09,+22995313186,chirurgien
Matthieu Guillou,Féminin,"ATACORA,KOUANDE,FOO-TANCE,TANCE carré 9202",matthieuguillou@gmail.com,1989-07-03,+22964472595,fiscaliste
Catherine Blot,Féminin,"BORGOU,PERERE,GUINAGOUROU,SONON carré 8061",catherineblot@gmail.com,1939-06-08,+22995477791,administrateur de biens
Sophie Didier,Féminin,"OUEME,DANGBO,KESSOUNOU,GLAHOUNSA carré 2949",sophiedidier@gmail.com,1952-12-04,+22964248976,chef de rayon
Charlotte Masson,Féminin,"LITTORAL,COTONOU,10EME ARRONDISSEMENT,MISSOGBE carré 7505",none,2013-06-18,none,none
Aurore Boulay,Féminin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,TITIROU carré 4654",auroreboulay@gmail.com,1980-07-21,+22995893998,attaché d'administration
Jules Buisson,Masculin,"ALIBORI,BANIKOARA,GOUMORI,BONTE carré 1903",julesbuisson@gmail.com,1958-04-20,+22962311763,cuisinier
